pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
HD 4203 b,HD 4203,,,431.88,,5596.0,Radial Velocity,2001.0
Kepler-1018 b,Kepler-1018,,2.58,49.1013514,,5518.0,Transit,2016.0
HD 134606 b,HD 134606,,,12.089,,5576.0,Radial Velocity,2024.0
GJ 9714 b,GJ 9714,2988.54051102,,19240.75467,,,Radial Velocity,2022.0
TIC 139270665 b,TIC 139270665,147.15455244,7.22979255,23.624,703.0,5844.0,Transit,2024.0
HD 22496 b,HD 22496,,,5.09071,573.0,4385.0,Radial Velocity,2021.0
Kepler-727 b,Kepler-727,,2.53,5.154484417,,5441.0,Transit,2016.0
K2-268 c,K2-268,,2.69,9.327527,696.0,5106.0,Transit,2018.0
2MASS J22501512+2325342 b,2MASS J22501512+2325342,9534.85221,,,1600.0,,Imaging,2018.0
8 UMi b,8 UMi,,,93.31,,4847.0,Radial Velocity,2015.0
HIP 65891 b,HIP 65891,1871.37366042,,1079.55726,,,Radial Velocity,2015.0
HD 141937 b,HD 141937,,,653.21997,,5870.0,Radial Velocity,2002.0
HD 31253 b,HD 31253,,,466.0,,6130.0,Radial Velocity,2010.0
K2-286 b,K2-286,,2.1,27.359,347.0,3926.0,Transit,2018.0
Kepler-297 c,Kepler-297,,6.54,74.920137,,5619.0,Transit,2014.0
Kepler-454 b,Kepler-454,5.4,2.37,10.5737534,916.0,5687.0,Transit,2015.0
HIP 67851 b,HIP 67851,,,89.23,,4840.0,Radial Velocity,2015.0
Kepler-1336 b,Kepler-1336,,1.98,23.198681,,5512.0,Transit,2016.0
Kepler-1885 b,Kepler-1885,,1.51110555,2.522559881,,5591.0,Transit,2021.0
Kepler-743 b,Kepler-743,,1.21,3.179262921,,5486.0,Transit,2016.0
Kepler-1987 d,Kepler-1987,,2.66,5.644914154,744.0,4769.0,Transit,2023.0
Kepler-965 b,Kepler-965,,3.38,134.2527298,,5886.0,Transit,2016.0
Kepler-1126 b,Kepler-1126,,1.73,108.593329,,5798.0,Transit,2016.0
Kepler-1518 b,Kepler-1518,,3.05,5.11177904,,6846.0,Transit,2016.0
K2-381 c,K2-381,,2.0,16.034656,,4473.0,Transit,2022.0
Kepler-1875 b,Kepler-1875,,3.22686692,34.45859909,,6161.0,Transit,2021.0
Kepler-130 b,Kepler-130,,1.02,8.457458,,5884.0,Transit,2014.0
K2-320 b,K2-320,,2.62,1.995,698.0,3157.0,Transit,2020.0
K2-223 b,K2-223,,0.89,0.50557,,5859.0,Transit,2018.0
Kepler-310 c,Kepler-310,,3.38,56.47542,,5797.0,Transit,2014.0
K2-68 b,K2-68,,1.58,8.05428,,4746.0,Transit,2016.0
HD 134606 e,HD 134606,,,4.3203,,5576.0,Radial Velocity,2024.0
Kepler-127 d,Kepler-127,,2.64,48.630408,,6106.0,Transit,2014.0
HATS-37 A b,HATS-37 A,31.46517,6.792654,4.3315366,1085.0,5326.0,Transit,2020.0
Kepler-1819 b,Kepler-1819,,3.90351256,16.48690033,,6090.0,Transit,2021.0
Kepler-1895 b,Kepler-1895,,2.11934728,6.070290089,,5076.0,Transit,2021.0
Kepler-183 b,Kepler-183,,2.06,5.687945,,5888.0,Transit,2014.0
Kepler-400 b,Kepler-400,,1.65,9.024389,,5886.0,Transit,2014.0
K2-184 b,K2-184,,1.47,16.9780102,533.0,5245.0,Transit,2018.0
EPIC 201170410.02,EPIC 201170410,,1.047,6.7987,,3648.0,Transit,2020.0
HD 104985 b,HD 104985,,,199.68,,4738.0,Radial Velocity,2003.0
HIP 14810 c,HIP 14810,,,147.747,,5544.0,Radial Velocity,2006.0
Kepler-1142 b,Kepler-1142,,1.47,18.3027248,,5685.0,Transit,2016.0
PSR B1257+12 b,PSR B1257+12,0.02,,25.262,,,Pulsar Timing,1994.0
Kepler-299 e,Kepler-299,,1.87,38.285489,,5617.0,Transit,2014.0
Kepler-166 b,Kepler-166,,2.27,7.650254,,5413.0,Transit,2014.0
NY Vir c,NY Vir,,,8799.0,,32780.0,Eclipse Timing Variations,2019.0
KOI-351 f,KOI-351,,2.88,124.9144,,6080.0,Transit,2013.0
HIP 107772 b,HIP 107772,,,55.199,,,Radial Velocity,2020.0
HD 13908 c,HD 13908,,,931.0,,6255.0,Radial Velocity,2013.0
Kepler-1945 b,Kepler-1945,,1.289,6.080039978,,4991.0,Transit,2021.0
Kepler-1397 b,Kepler-1397,,1.72,47.449955,,6026.0,Transit,2016.0
HD 134606 c,HD 134606,,,58.883,,5576.0,Radial Velocity,2024.0
Kepler-332 b,Kepler-332,,1.17,7.626324,,4955.0,Transit,2014.0
GJ 1151 c,GJ 1151,,,389.7,,3280.0,Radial Velocity,2023.0
Kepler-354 d,Kepler-354,,1.24,24.209842,,4648.0,Transit,2014.0
Kepler-1302 b,Kepler-1302,,1.43,8.83922659,,5236.0,Transit,2016.0
Kepler-974 b,Kepler-974,,1.57,4.194496514,,3687.0,Transit,2016.0
Kepler-1540 b,Kepler-1540,,2.49,125.4131177,,4540.0,Transit,2016.0
K2-288 B b,K2-288 B,,1.9,31.393463,226.36,3341.0,Transit,2018.0
K2-341 b,K2-341,,3.21,36.552551,598.0,5817.0,Transit,2021.0
K2-244 b,K2-244,,1.75,21.06884,638.0,5677.0,Transit,2018.0
Kepler-967 c,Kepler-967,,3.65,198.7112502,,5178.0,Transit,2016.0
HD 13167 b,HD 13167,,,2613.0,,5671.0,Radial Velocity,2018.0
Kepler-933 b,Kepler-933,,2.46,14.20443009,,5346.0,Transit,2016.0
Kepler-1874 b,Kepler-1874,,2.21110724,56.57320023,,4701.0,Transit,2021.0
Kepler-1697 b,Kepler-1697,,1.25954761,33.4969,,4681.53,Transit,2020.0
K2-163 b,K2-163,,2.46610713,6.673117,,4937.0,Transit,2018.0
Kepler-768 b,Kepler-768,,1.79,11.3910025,,5108.0,Transit,2016.0
CoRoT-22 b,CoRoT-22,12.2,4.88,9.75598,885.0,5939.0,Transit,2014.0
PDS 70 c,PDS 70,635.66,22.86636,,995.0,3972.0,Imaging,2019.0
Kepler-174 b,Kepler-174,,1.96,13.98179,,4880.0,Transit,2014.0
Kepler-1535 b,Kepler-1535,,2.55,138.9442,,6021.0,Transit,2016.0
Kepler-55 d,Kepler-55,,1.59,2.211099,,4503.0,Transit,2014.0
Kepler-24 c,Kepler-24,9.99,2.514,12.33,,6028.0,Transit,2011.0
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,2447.2787339,,,,,Microlensing,2021.0
Kepler-1832 b,Kepler-1832,,1.22719556,3.138789892,,5242.0,Transit,2021.0
Kepler-656 b,Kepler-656,,3.12,1.260259094,,5281.0,Transit,2016.0
Kepler-769 c,Kepler-769,,1.79,15.9870174,,6186.0,Transit,2016.0
HD 95089 b,HD 95089,,,464.4,,4918.0,Radial Velocity,2009.0
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1382.55357045,,,,,Microlensing,2024.0
Kepler-1127 b,Kepler-1127,,1.96,5.12330347,,5664.0,Transit,2016.0
Kepler-341 e,Kepler-341,,1.99,42.473269,,6012.0,Transit,2014.0
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,9217.023803,,,,,Microlensing,2023.0
Kepler-174 d,Kepler-174,,2.19,247.35373,,4880.0,Transit,2014.0
GJ 3293 b,GJ 3293,,,30.5987,,3466.0,Radial Velocity,2015.0
Kepler-253 b,Kepler-253,,1.63,3.783986,,5208.0,Transit,2014.0
K2-268 e,K2-268,,1.33,6.131243,801.0,5106.0,Transit,2021.0
Kepler-85 e,Kepler-85,,1.27,25.216751,,5436.0,Transit,2014.0
HD 74156 c,HD 74156,2753.98314665,,2448.48726,,,Radial Velocity,2003.0
Kepler-846 b,Kepler-846,,2.48,19.80792185,,5579.0,Transit,2016.0
Kepler-146 c,Kepler-146,,3.13,76.732171,,5948.0,Transit,2014.0
Kepler-1650 b,Kepler-1650,,0.96,1.53818001,,3410.0,Transit,2017.0
HD 290327 b,HD 290327,,,2443.0,,5505.0,Radial Velocity,2009.0
Kepler-336 d,Kepler-336,,2.37,20.678772,,5867.0,Transit,2014.0
Kepler-1258 b,Kepler-1258,,0.86,0.984940167,,5839.0,Transit,2016.0
EPIC 206032309 b,EPIC 206032309,,1.01,2.87814,,,Transit,2019.0
HD 34445 e,HD 34445,,,49.175,,5836.0,Radial Velocity,2017.0
Kepler-326 b,Kepler-326,,1.52,2.248329,,5105.0,Transit,2014.0
Kepler-489 b,Kepler-489,,7.72,17.276296119,,5014.0,Transit,2016.0
Kepler-1338 b,Kepler-1338,,0.92,0.935118057,,5909.0,Transit,2016.0
K2-352 d,K2-352,,2.23,14.871387,727.0,5791.0,Transit,2021.0
HD 208897 b,HD 208897,,,358.27,,4860.0,Radial Velocity,2017.0
G 192-15 c,G 192-15,,,1219.0,55.9,,Radial Velocity,2025.0
G 196-3 b,G 196-3,8263.538582,,,1670.0,,Imaging,2024.0
HD 13189 b,HD 13189,,,471.60001,,4175.0,Radial Velocity,2005.0
Kepler-1408 b,Kepler-1408,,0.89,2.99793191,,6170.0,Transit,2016.0
Kepler-1045 b,Kepler-1045,,2.69,26.41045478,,5301.0,Transit,2016.0
Kepler-697 b,Kepler-697,,4.13,3.709870645,,5513.0,Transit,2016.0
HD 93351 b,HD 93351,,,2.45946,,,Radial Velocity,2022.0
K2-231 b,K2-231,,2.5,13.841901,,5695.0,Transit,2018.0
Kepler-175 c,Kepler-175,,3.1,34.035257,,6064.0,Transit,2014.0
K2-46 b,K2-46,,2.05,19.1541,,6256.0,Transit,2016.0
K2-158 b,K2-158,,2.64,10.06049,794.0,5503.0,Transit,2018.0
Kepler-680 b,Kepler-680,,2.42,3.689926291,,5890.0,Transit,2016.0
Kepler-1620 b,Kepler-1620,,1.61,101.951829,,6157.0,Transit,2016.0
Kepler-1677 b,Kepler-1677,,2.70216183,22.064,,6013.72,Transit,2020.0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,,,4.087,,6165.0,Radial Velocity,2016.0
Kepler-1108 b,Kepler-1108,,1.46,4.51005748,,5406.0,Transit,2016.0
Kepler-418 b,Kepler-418,349.6112477,13.45,86.67856,,5820.0,Transit,2014.0
Kepler-1655 b,Kepler-1655,5.4,2.213,11.8728787,938.0,6148.0,Transit,2018.0
Kepler-392 c,Kepler-392,,1.1,10.423118,,5938.0,Transit,2014.0
Kepler-1939 b,Kepler-1939,,1.16480773,2.790659904,,4353.0,Transit,2021.0
HD 11343 c,HIP 8541,,,228.53731,,,Radial Velocity,2022.0
Kepler-256 e,Kepler-256,,2.35,10.681572,,5551.0,Transit,2014.0
KIC 8121913 b,KIC 8121913,,,3.294601,,5975.3,Orbital Brightness Modulation,2021.0
HD 134606 d,HD 134606,,,966.5,,5576.0,Radial Velocity,2024.0
HD 90156 b,HD 90156,,,49.77,,5599.0,Radial Velocity,2009.0
Kepler-938 b,Kepler-938,,2.22,52.6298417,,5533.0,Transit,2016.0
Kepler-1126 c,Kepler-1126,,1.45,199.66876,305.0,5678.0,Transit,2023.0
Kepler-1176 b,Kepler-1176,,2.45,24.1738579,,5844.0,Transit,2016.0
HD 190228 b,HD 190228,1598.67688721,,1143.59858,,,Radial Velocity,2022.0
K2-396 c,K2-396,,3.124,25.76051,,5236.0,Transit,2022.0
HD 8326 b,HD 8326,,,158.991,,4914.0,Radial Velocity,2019.0
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,2.81,,,,,Microlensing,2022.0
K2-219 b,K2-219,,1.34762583,3.901287,,5753.0,Transit,2018.0
Kepler-1274 b,Kepler-1274,,1.42,6.98152703,,6179.0,Transit,2016.0
K2-189 b,K2-189,,1.403,2.58812,1203.0,5442.0,Transit,2018.0
K2-107 b,K2-107,,15.98,3.313959,1649.0,6061.0,Transit,2017.0
Kepler-935 b,Kepler-935,,1.35,4.88083852,,4830.0,Transit,2016.0
Kepler-219 b,Kepler-219,,2.95,4.585512,,5786.0,Transit,2014.0
K2-168 b,K2-168,,1.86,15.8523,766.35,5502.7,Transit,2018.0
Kepler-167 c,Kepler-167,,1.674,7.406106,771.0,4884.0,Transit,2014.0
Kepler-154 b,Kepler-154,,2.26,33.040532,,5690.0,Transit,2014.0
Kepler-62 e,Kepler-62,36.0,1.61,122.3874,270.0,4925.0,Transit,2013.0
HD 16141 b,HD 16141,,,75.523,,5757.0,Radial Velocity,2000.0
Kepler-589 c,Kepler-589,,1.11727238,3.52466011,,5372.0,Transit,2021.0
HD 142 A d,HD 142,,,108.45299,,,Radial Velocity,2022.0
Kepler-603 b,Kepler-603,,2.65,21.05358596,,5808.0,Transit,2016.0
HD 25723 b,HD 25723,,,457.01,,4766.0,Radial Velocity,2020.0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,138.0,,,,,Microlensing,2020.0
GJ 86 b,GJ 86,,,15.76491,,5182.0,Radial Velocity,1999.0
K2-36 b,K2-36,4.3,1.43,1.422614,1328.0,4916.0,Transit,2016.0
Kepler-332 c,Kepler-332,,1.09,15.995622,,4955.0,Transit,2014.0
Kepler-432 b,Kepler-432,1719.4603,12.834305,52.501129,,4995.0,Transit,2015.0
Kepler-66 b,Kepler-66,,2.8,17.815815,,5962.0,Transit,2013.0
HD 156098 b,HD 156098,,,21.85849,,,Radial Velocity,2022.0
Kepler-467 b,Kepler-467,,2.25,24.99324193,,5809.0,Transit,2016.0
HD 56957 b,HD 56957,1880.90851263,,5859.08992,,,Radial Velocity,2022.0
Kepler-388 c,Kepler-388,,0.86,13.297004,,4498.0,Transit,2014.0
Kepler-1755 b,Kepler-1755,,5.91688317,24.81209946,,6086.0,Transit,2021.0
HD 30177 c,HD 30177,1954.64470305,,12085.45186,,,Radial Velocity,2016.0
K2-355 b,K2-355,,2.25,5.7385647,1066.0,5790.0,Transit,2021.0
Kepler-304 e,Kepler-304,,1.2,1.499146953,,4817.0,Transit,2016.0
Kepler-331 d,Kepler-331,,1.64,32.134328,,4347.0,Transit,2014.0
Kepler-24 e,Kepler-24,,2.78,18.998355,,5897.0,Transit,2014.0
Kepler-1000 b,Kepler-1000,,4.76,120.0181272,,6453.0,Transit,2016.0
Kepler-795 b,Kepler-795,,1.68,29.6193421,,5631.0,Transit,2016.0
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1061.54687938,,,,,Microlensing,2023.0
Kepler-687 b,Kepler-687,,3.52,20.50586978,,4841.0,Transit,2016.0
CoRoT-8 b,CoRoT-8,69.92,6.39,6.21229,,5080.0,Transit,2010.0
HD 216520 c,HD 216520,,,154.43,,5103.0,Radial Velocity,2020.0
Kepler-346 b,Kepler-346,,2.66,6.511127,,6033.0,Transit,2014.0
K2-283 b,K2-283,,3.52,1.921036,1186.0,5060.0,Transit,2018.0
HD 168746 b,HD 168746,,,6.404,,5570.0,Radial Velocity,2002.0
HD 32518 b,HD 32518,,,157.35,,4580.0,Radial Velocity,2009.0
HD 179949 b,HD 179949,,,3.092514,,6168.0,Radial Velocity,2000.0
Kepler-1605 b,Kepler-1605,,1.08,85.7565495,,5280.0,Transit,2016.0
K2-387 b,K2-387,,7.322,28.735327,,3572.0,Transit,2022.0
Kepler-665 b,Kepler-665,,2.6,16.01310205,,4913.0,Transit,2016.0
Kepler-945 b,Kepler-945,,2.63,31.0033814,,5718.0,Transit,2016.0
Kepler-1785 b,Kepler-1785,,2.70422447,19.58550072,,5618.0,Transit,2021.0
EPIC 248847494 b,EPIC 248847494,4131.79,12.44199,3650.0,183.0,4898.0,Transit,2018.0
K2-187 d,K2-187,,2.4,7.149584,,5438.0,Transit,2018.0
Kepler-604 b,Kepler-604,,2.59,25.85501786,,5890.0,Transit,2016.0
Kepler-1491 c,Kepler-1491,,2.44,61.569765,530.0,5626.0,Transit,2023.0
Kepler-237 c,Kepler-237,,2.08,8.103636,,4861.0,Transit,2014.0
Ross 128 b,Ross 128,,,9.8658,301.0,3192.0,Radial Velocity,2017.0
HD 43691 b,HD 43691,,,36.9987,,6093.0,Radial Velocity,2007.0
Kepler-1995 b,Kepler-1995,,4.28,73.7578875,375.0,5029.0,Transit,2023.0
Kepler-259 c,Kepler-259,,2.7,36.924931,,5938.0,Transit,2014.0
Kepler-1017 b,Kepler-1017,,1.99,7.23400469,,5473.0,Transit,2016.0
GJ 3293 d,GJ 3293,,,48.1345,,3466.0,Radial Velocity,2017.0
HD 145675 c,14 Her,1597.08774518,,15732.45889,,,Radial Velocity,2021.0
Kepler-160 d,Kepler-160,100.0,,30.0,,5471.0,Transit Timing Variations,2020.0
HIP 67851 c,HIP 67851,,,3128.41,,4840.0,Radial Velocity,2015.0
HD 30177 b,HD 30177,2670.71210402,,2514.53422,,,Radial Velocity,2002.0
Kepler-62 d,Kepler-62,14.0,1.95,18.16406,510.0,4925.0,Transit,2013.0
Kepler-1506 b,Kepler-1506,,1.32,14.0329154,,5676.0,Transit,2016.0
Kepler-1838 b,Kepler-1838,,1.66049425,12.14680004,,5877.0,Transit,2021.0
HU Aqr AB b,HU Aqr,,,2390.0,,,Eclipse Timing Variations,2011.0
K2-198 d,K2-198,,2.438,7.4500177,943.2,5212.9,Transit,2019.0
Kepler-32 c,Kepler-32,158.9,2.0,8.7522,,3900.0,Transit,2011.0
Kepler-1801 b,Kepler-1801,,2.70926154,10.44089985,,5738.0,Transit,2021.0
Kepler-153 b,Kepler-153,,2.92,18.870227,,5404.0,Transit,2014.0
K2-276 b,K2-276,,3.77,18.718269,583.0,5139.0,Transit,2018.0
Kepler-751 b,Kepler-751,,2.46,17.44490636,,5387.0,Transit,2016.0
Kepler-365 c,Kepler-365,,1.64,17.784129,,6012.0,Transit,2014.0
Kepler-1745 b,Kepler-1745,,1.92872921,3.016190052,,5611.0,Transit,2021.0
Kepler-1252 b,Kepler-1252,,1.67,15.0540329,,5949.0,Transit,2016.0
K2-185 c,K2-185,,2.39,52.713494,477.0,5788.0,Transit,2018.0
Kepler-1621 b,Kepler-1621,,2.16,92.263714,,6158.0,Transit,2016.0
NGTS-16 b,NGTS-16,211.99154747,14.57167491,4.84532,1177.0,5550.0,Transit,2021.0
Kepler-1194 b,Kepler-1194,,1.51,16.22371307,,5590.0,Transit,2016.0
Kepler-57 c,Kepler-57,6.86,2.196,11.6,,5187.9,Transit,2012.0
Kepler-399 b,Kepler-399,,0.96,14.425281,,5502.0,Transit,2014.0
HD 126525 b,HD 126525,,,960.41,,5638.0,Radial Velocity,2018.0
Kepler-333 b,Kepler-333,,1.32,12.551158,,4259.0,Transit,2014.0
K2-86 b,K2-86,,1.96,8.77683,,5482.0,Transit,2016.0
K2-247 c,K2-247,,2.19,6.49424,688.0,4667.0,Transit,2018.0
Kepler-1902 b,Kepler-1902,,1.17563613,3.822220087,,3729.0,Transit,2021.0
Kepler-230 b,Kepler-230,,4.26,32.625555,,5588.0,Transit,2014.0
Kepler-1936 b,Kepler-1936,,3.16615594,126.5569992,,6501.0,Transit,2021.0
HD 38283 b,HD 38283,,,363.20001,,5981.0,Radial Velocity,2010.0
Kepler-262 c,Kepler-262,,1.64,21.853722,,5841.0,Transit,2014.0
CoRoT-17 b,CoRoT-17,772.29,11.43,3.7681,1626.0,5740.0,Transit,2011.0
GJ 317 b,GJ 317,,,695.69,,3496.0,Radial Velocity,2007.0
GJ 667 C c,GJ 667 C,,,28.14,,3350.0,Radial Velocity,2013.0
Kepler-1786 b,Kepler-1786,,3.16305828,78.5460968,,5808.0,Transit,2021.0
Kepler-1124 b,Kepler-1124,,1.28,2.852348975,,3658.0,Transit,2016.0
Kepler-1130 b,Kepler-1130,,0.8,5.45298175,,5403.0,Transit,2016.0
Kepler-1804 b,Kepler-1804,,1.59615726,12.28849983,,5109.0,Transit,2021.0
Kepler-1140 b,Kepler-1140,,2.77,24.0862707,,4850.0,Transit,2016.0
Kepler-373 b,Kepler-373,,1.36,5.535309,,5787.0,Transit,2014.0
Kepler-143 b,Kepler-143,,2.41,16.007583,,5848.0,Transit,2014.0
Kepler-698 b,Kepler-698,,3.68,16.32976218,,5612.0,Transit,2016.0
Kepler-203 b,Kepler-203,,2.57,3.162697,,5821.0,Transit,2014.0
Kepler-1065 c,Kepler-1065,,1.6,2.37030743,,5635.0,Transit,2016.0
Kepler-1630 b,Kepler-1630,,2.19,509.997402,,4736.0,Transit,2016.0
Kepler-1043 b,Kepler-1043,,2.55,38.5053398,,5629.0,Transit,2016.0
HD 66141 b,HD 66141,,,480.5,,4323.0,Radial Velocity,2012.0
Kepler-1005 b,Kepler-1005,,1.5,6.49801525,,5782.0,Transit,2016.0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,289.22385037,,,,,Microlensing,2022.0
HD 142245 b,HD 142245,,,1299.0,,4922.0,Radial Velocity,2011.0
Kepler-968 b,Kepler-968,,2.0,3.692983728,,4598.0,Transit,2016.0
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,282.86728223,,,,,Microlensing,2022.0
Kepler-1052 c,Kepler-1052,,2.3,180.921729,302.0,5818.0,Transit,2023.0
2MASS J02192210-3925225 b,2MASS J02192210-3925225,4417.837,16.14096,,,3064.0,Imaging,2015.0
Kepler-1016 b,Kepler-1016,,2.18,1.954524342,,5821.0,Transit,2016.0
Kepler-1155 b,Kepler-1155,,2.03,33.469743,,5842.0,Transit,2016.0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,20.0,,,,,Microlensing,2009.0
Kepler-1313 b,Kepler-1313,,1.76,3.833091178,,5453.0,Transit,2016.0
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,700.0,,,,,Microlensing,2019.0
Kepler-275 c,Kepler-275,,3.38,16.088134,,6165.0,Transit,2014.0
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,4923.0,,,,,Microlensing,2018.0
Kepler-1952 b,Kepler-1952,,1.23923346,27.21080017,,5973.0,Transit,2021.0
Kepler-1305 b,Kepler-1305,,1.88,13.5630972,,5701.0,Transit,2016.0
Kepler-148 d,Kepler-148,,8.68,51.84688575,,5172.0,Transit,2016.0
KOI-55 c,KOI-55,0.655,0.867,0.342887,,27730.0,Orbital Brightness Modulation,2011.0
HD 203030 b,HD 203030,3496.112477,14.4595851,,1040.0,,Imaging,2006.0
HD 103891 b,HD 103891,,,1919.0,,6072.0,Radial Velocity,2022.0
Kepler-1868 b,Kepler-1868,,3.14950109,211.0339966,,4658.0,Transit,2021.0
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,60.0,,,,,Microlensing,2020.0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,17.9,,,,,Microlensing,2019.0
HD 233832 b,HD 233832,,,2058.0,,4981.0,Radial Velocity,2018.0
Kepler-437 b,Kepler-437,,2.14,66.65062,,4551.0,Transit,2015.0
Kepler-300 b,Kepler-300,,1.67,10.446347,,5986.0,Transit,2014.0
EPIC 212737443 b,EPIC 212737443,,2.586,13.603,536.0,4684.0,Transit,2019.0
KOI-1833 d,Kepler-968,11.02,2.58,7.685,613.0,4413.0,Transit,2021.0
Kepler-1370 c,Kepler-1370,,1.27,7.44142113,,6202.0,Transit,2016.0
HD 149806 b,HD 149806,4003.68444298,,16521.52778,,,Radial Velocity,2022.0
HD 13808 b,HD 13808,,,14.1815,,5035.0,Radial Velocity,2021.0
Kepler-1948 b,Kepler-1948,,1.03283226,15.57129955,,3872.0,Transit,2021.0
HD 107148 b,HD 107148,,,48.056,,5797.0,Radial Velocity,2005.0
HD 109749 b,HD 109749,,,5.239891,,5824.0,Radial Velocity,2005.0
HD 114729 b,HD 114729,,,1121.79,,5844.0,Radial Velocity,2002.0
HD 139357 b,HD 139357,6315.5682755,,1124.79139,,,Radial Velocity,2008.0
HD 16417 b,HD 16417,,,17.24,,,Radial Velocity,2008.0
HD 31527 b,HD 31527,,,16.5535,,5898.0,Radial Velocity,2019.0
Kepler-1737 b,Kepler-1737,,5.395,64.61750031,,5043.0,Transit,2021.0
HD 46375 b,HD 46375,,,3.023573,,5285.0,Radial Velocity,2000.0
Kepler-273 b,Kepler-273,,1.5,2.936532,,5626.0,Transit,2014.0
HD 89307 b,HD 89307,,,2166.0,,5955.0,Radial Velocity,2009.0
HIP 14810 b,HIP 14810,,,6.673892,,5544.0,Radial Velocity,2005.0
Kepler-746 b,Kepler-746,,1.11,3.48159251,,5418.0,Transit,2016.0
Lupus-TR-3 b,Lupus-TR-3,257.431,9.976,3.91405,,5000.0,Transit,2007.0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,540.3082919,,,,,Microlensing,2008.0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,830.0,,1980.0,,,Microlensing,2010.0
Kepler-1168 b,Kepler-1168,,2.5,55.8226539,,5157.0,Transit,2016.0
Kepler-1817 b,Kepler-1817,,2.27349126,44.29919815,,5316.0,Transit,2021.0
Kepler-112 c,Kepler-112,,2.4,28.574263,,5544.0,Transit,2014.0
Kepler-1079 b,Kepler-1079,,1.63,13.24503188,,5758.0,Transit,2016.0
Kepler-1928 b,Kepler-1928,,1.992,19.57783,,5720.0,Transit,2021.0
Kepler-1532 b,Kepler-1532,,1.35,1.093663559,,5559.0,Transit,2016.0
Kepler-242 b,Kepler-242,,2.61,8.20395,,5020.0,Transit,2014.0
Kepler-705 b,Kepler-705,,2.11,56.0560538,,3722.0,Transit,2016.0
Kepler-152 b,Kepler-152,,2.79,18.207973,,5088.0,Transit,2014.0
GJ 4276 b,GJ 4276,,,13.352,,3387.0,Radial Velocity,2019.0
HD 1461 b,HD 1461,,,5.77152,,5765.0,Radial Velocity,2010.0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,18.0,,,,,Microlensing,2018.0
HD 159243 b,HD 159243,,,12.62,,6123.0,Radial Velocity,2013.0
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,37.1,,,,,Microlensing,2022.0
Kepler-445 d,Kepler-445,,1.25,8.15275,,3157.0,Transit,2015.0
HD 10442 b,HD 10442,,,1032.3,,4912.0,Radial Velocity,2014.0
Kepler-1162 b,Kepler-1162,,2.21,32.5637069,,5390.0,Transit,2016.0
Kepler-545 b,Kepler-545,,2.69,13.24934059,,5882.0,Transit,2016.0
Kepler-1999 b,Kepler-1999,,3.29,8.7396758,577.0,4406.0,Transit,2023.0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,21.0,,,,,Microlensing,2016.0
GJ 676 A d,GJ 676 A,,,3.60076,,,Radial Velocity,2012.0
Kepler-511 c,Kepler-511,,4.20964327,26.62949944,,5866.0,Transit,2021.0
GJ 15 A c,GJ 15 A,,,7600.0,,3607.0,Radial Velocity,2018.0
Kepler-401 b,Kepler-401,,1.71,14.383035,,6117.0,Transit,2014.0
Kepler-194 d,Kepler-194,,2.4,52.814973,,6089.0,Transit,2014.0
Kepler-588 b,Kepler-588,,2.63,4.221625357,,5835.0,Transit,2016.0
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,21.0,,,,,Microlensing,2025.0
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,11.3,,,,,Microlensing,2022.0
Kepler-1925 b,Kepler-1925,,3.00177922,46.71640015,,5856.0,Transit,2021.0
HD 38529 b,HD 38529,,,14.3099,,,Radial Velocity,2000.0
K2-194 b,K2-194,,3.64229858,39.721386,,5979.0,Transit,2018.0
Kepler-296 f,Kepler-296,,1.8,63.33627,,3740.0,Transit,2014.0
Kepler-1996 b,Kepler-1996,,2.26,32.376183,392.0,4580.0,Transit,2023.0
Kepler-398 c,Kepler-398,,1.01,11.419412,,4493.0,Transit,2014.0
Kepler-209 b,Kepler-209,,2.26,16.087845,,5513.0,Transit,2014.0
Kepler-304 c,Kepler-304,,2.17,5.315946,,4731.0,Transit,2014.0
Kepler-1066 b,Kepler-1066,,2.36,1.931559839,,5762.0,Transit,2016.0
